lad-alldiff-pl	LVg10g12
lad-alldiff-pl	LVg15g25
lad-alldiff-pl	LVg16g25
lad-alldiff-pl	LVg16g28
lad-alldiff-pl	LVg17g24
lad-alldiff-pl	LVg17g28
lad-alldiff-pl	LVg18g17
lad-alldiff-pl	LVg18g24
lad-alldiff-pl	LVg18g25
lad-alldiff-pl	LVg18g28
lad-alldiff-pl	LVg19g25
lad-alldiff-pl	LVg19g28
lad-alldiff-pl	LVg20g23
lad-alldiff-pl	LVg20g26
lad-alldiff-pl	LVg22g25
lad-alldiff-pl	LVg22g28
lad-alldiff-pl	LVg22g38
lad-fc-pl	LVg15g25
lad-fc-pl	LVg16g25
lad-fc-pl	LVg16g28
lad-fc-pl	LVg17g24
lad-fc-pl	LVg17g28
lad-fc-pl	LVg18g17
lad-fc-pl	LVg18g24
lad-fc-pl	LVg18g25
lad-fc-pl	LVg18g28
lad-fc-pl	LVg19g25
lad-fc-pl	LVg19g28
lad-fc-pl	LVg20g23
lad-fc-pl	LVg20g26
lad-fc-pl	LVg22g25
lad-fc-pl	LVg22g28
lad-fc-pl	LVg22g38
